material_id,pretty_formula,band_gap
mp-3871,Ti2SnC,0.0
mp-3956,Sr3UO6,2.215999999999999
mp-437,MgAu,0.0
mp-438,Nd2S3,0.7604000000000001
mp-4413,Th(SiRh)2,0.0
mp-457,CeBe13,0.0
mp-4628,ZrSiSe,0.005200000000000001
mp-4656,Y(Al2Fe)4,0.0
mp-4952,La2MgNi2,0.0
mp-4988,TlAsS2,1.826699999999999
mp-505512,Ce2Sc3Si4,0.0
mp-505639,Rb3Ti3Te11,0.0809
mp-505687,P2WO7,2.883899999999999
mp-505750,Rb(SnSe2)2,1.036499999999999
mp-510643,LaMg2Cu9,0.0
mp-540772,Er2Ni12P7,0.0
mp-541090,Ce(SeO3)2,1.341
mp-541259,SbBr5F6,1.7464
mp-541688,K3GaTe3,1.5323
mp-541908,KSbF6,4.9946
mp-542001,CeF4,2.1467
mp-542115,Hg3Se3O10,1.8688999999999991
mp-542187,Sr2MnClO3,0.0
mp-542458,Ce2Zn17,0.0
mp-542625,Sr3GaSb3,0.33830000000000005
mp-546295,Sr2CuOsO6,0.0
mp-551131,Co2AsClO4,0.0
mp-554083,BaZnAs2O7,2.873599999999999
mp-554183,ZrHg3(SCl3)2,2.5686999999999998
mp-554259,SrAgB7O12,3.002999999999999
mp-554402,La2(MoO4)3,3.6505
mp-555127,KCa10V7O28,3.8024
mp-555231,Ba3Bi2(PO4)4,3.7852
mp-555448,Rb3Pr3(PS4)4,2.3339
mp-555727,RbTb(PO3)4,5.5107
mp-555934,VF2,0.0
mp-556172,SiPb4(BrO)4,3.1191
mp-556522,K3Cu2(BiS2)5,0.575599999999999
mp-556630,RbAlAs2O7,3.0384
mp-556894,Rb2SbAuS4,1.5453000000000001
mp-557355,Rb2SiP4O13,5.166600000000001
mp-557463,Na3ScSi2O7,3.7748
mp-557599,Rb2Bi(ClO4)5,4.0938
mp-558050,Rb2NaMnF6,1.7085
mp-558143,Pr4S3NCl3,3.040199999999999
mp-558162,RbP(OF)2,5.2073
mp-558441,NaZr2VF11,2.1721999999999992
mp-558711,V3Cd5P6O25,1.9101
mp-558963,HfNi5(BO5)2,3.1031
mp-558974,Pr5(RuO6)2,0.23459999999999903
mp-559298,La5Sb4(O4F)3,3.3074
mp-559304,Er2Te5O13,3.0031
mp-559561,Na4MoS3O14,2.7771999999999992
mp-559685,V2Cd4(TeO5)3,1.782599999999999
mp-560331,K2ZrS4,1.894499999999999
mp-560716,Cs2Cr(NO3)5,2.7712
mp-561553,Ba4CeMn3O12,1.875299999999999
mp-561567,Cs4CdNi3F12,4.4962
mp-561586,CsLaS2,2.5942
mp-562480,TlIn5S7,1.0799
mp-568011,K3P5RuSe10,0.9436999999999991
mp-568040,La2AlNi9,0.0
mp-568485,Nd23Mg4Rh7,0.0
mp-568525,Sr2SnSe5,0.908099999999999
mp-568836,Ba3GeI2,0.007299999999999001
mp-568922,Ce7C3I10,0.0
mp-569025,Ba19Na29Li13,0.014700000000000001
mp-569089,Dy(PRu)2,0.0
mp-569414,Lu6AgTe2,0.0
mp-570001,Al6Fe,0.0
mp-570629,Ce4Ru3,0.0
mp-571499,TaIr,0.0
mp-572929,U2Cu2As3O,0.0
mp-582134,Y3Ni2,0.0
mp-582751,Y5GaCo5,0.0
mp-603326,Gd2CdPd2,0.0
mp-604378,Tb4InIr,0.0
mp-607409,Hf5CuPb3,0.0
mp-610491,BiSeCl,1.8415
mp-6112,K6Na3GaSb4,0.6975
mp-612918,Dy3Ge4,0.0
mp-620652,NaSr2AlP3,0.7213
mp-621938,Cs3Cr2I9,1.037699999999999
mp-622195,CsSO3F,5.164499999999999
mp-6247,Na3Li3Fe2F12,4.0681
mp-626981,Eu(GeRh)2,0.0
mp-627575,K4Zr6CBr18,1.1617
mp-636675,Ga2I3,2.2526
mp-637224,Pu2O3,0.0
mp-639863,CeGaPd2,0.0
mp-640353,Cs(BI)6,1.687599999999999
mp-641778,Dy7In(CoGe3)4,0.0
mp-644280,GaCuPt2,0.0
mp-646609,U2InRh2,0.0
mp-649470,K3Nd2(NO3)9,3.4786
mp-6509,Sr3GaO4F,3.9042
mp-662804,Sm10Pd21,0.0
mp-668,PrGa2,0.0
mp-674328,Zn(InS2)2,1.392199999999999
mp-6755,KSn4(PO4)3,3.784199999999999
mp-676329,Rb5Re3S7,1.6459000000000001
mp-6794,LaB2Rh2C,0.0
mp-680077,Ta2Br5,0.0
mp-680122,TlB5O8,5.1858
mp-680695,Ce3B2(ClO2)3,0.0
mp-680724,Lu(BO2)3,5.8459
mp-683890,CsRe3(S2Br)2,1.8816000000000002
mp-683949,AlP3(NCl3)3,3.6551
mp-683980,Ho(IO3)3,3.31
mp-684018,SrB8O13,5.5745000000000005
mp-685069,Sc2Te3,0.0362
mp-696132,Zr5ZnPb3,0.0
mp-697708,Sm2Si5Ru3,0.0
mp-7066,ScNiGe,0.0
mp-707874,Ba7Cu3H17,1.448999999999999
mp-754220,Tm(CuO2)2,0.0
mp-756,TbAl2,0.0
mp-756423,Li2Co3BiO8,1.122099999999999
mp-756479,Lu6WO12,3.4427
mp-765413,Li2AgF6,0.0
mp-766225,Na3(CoO2)4,0.0
mp-766830,Li9Mn14O32,0.0
mp-8499,Ho2Cr2C3,0.0
mp-8586,InBF4,4.6622
mp-8615,NbBO4,2.4676
mp-861645,Ca2MgTl,0.0
mp-862549,LiAcTl2,0.0
mp-862621,GaPt3,0.0
mp-862655,Ru3W,0.0
mp-862720,Sr2CdIn,0.0
mp-862750,SrNiSn2,0.0
mp-862865,PaZn3,0.0
mp-862917,PmInAu2,0.0
mp-862981,Er2CdIn,0.0
mp-863685,Pm2GePd,0.0
mp-864640,Ta2NbIr,0.0
mp-864646,ErAgHg2,0.0
mp-865143,BaYbCdSb2,0.29099999999999904
mp-865306,Tm2CuOs,0.0
mp-865340,Tm2HgOs,0.0
mp-865350,Lu2Mn12P7,0.0
mp-865419,U2Fe12P7,0.0
mp-865538,Ti2RePd,0.0
mp-865568,ThScTc2,0.0
mp-865577,Li2CdAu,0.0
mp-865590,GdMgCd2,0.0
mp-865882,Li2SmIn,0.0
mp-866025,CsCr5Te8,0.0
mp-866077,MgSc2Cd,0.0
mp-866102,ErHg3,0.0
mp-866145,Lu2AgIr,0.0
mp-866157,TiGaRh2,0.0
mp-866685,Er2(Ga3Co)3,0.0
mp-867120,TaMn2Al,0.0
mp-867191,Sm2TlCd,0.0
mp-867253,LiZn2Ir,0.0
mp-91,W,0.0
mp-9257,Yb(CdSb)2,0.10359999999999901
mp-9312,PrNiC2,0.0
mp-933,YAs,0.0
mp-9694,Tm3(GePd)4,0.0
mp-972680,Sm(AgGe)2,0.0
mp-973101,LaHoRu2,0.0
mp-974045,La11In9Ni4,0.0
mp-975646,PrZnSbO,0.1208
mp-976072,NaAc2Pb,0.0
mp-977534,ZrNbTc2,0.0
mp-977556,MgScCd2,0.0
mp-977579,MgSbPd2,0.0
mp-977586,MgSc2In,0.0
mp-9799,Yb4As2O,0.9898000000000001
mp-984555,CsDyS2,2.2782
mp-997012,CuPdO2,0.0
mvc-13792,Ca2WN2,0.0
mp-1003638,NaMn8O16,0.0
mp-1006399,CeZnIn,0.0
mp-1018065,DyFeC2,0.0
mp-1018123,TiAu2,0.0
mp-1018713,HfCuSn,0.0
mp-1018758,LaZnIn,0.0
mp-1020643,Rb3Zn(BO2)5,4.175
mp-1020650,Sr3Ge2(B3O8)2,4.439
mp-1020716,Rb3B(SO4)3,5.1275
mp-1025245,La2Re2Si2C,0.0
mp-1025248,TlPd5Se,0.0
mp-1025272,ZnPPt5,0.0
mp-1025490,TmU2S3O2,0.0
mp-1025497,AlV2C,0.0
mp-1025498,Tb2CBr,0.0
mp-10601,Y3GaC,0.0887
mp-1068869,ThSi3Ir,0.0
mp-1070483,Sr(AlGe)2,0.0
mp-1071732,EuCu2,0.0
mp-1072437,YSiNi4,0.0
mp-1072589,Cu2GeS3,0.0
mp-1077518,ErCu4Pd,0.0
mp-1077752,TbCu4Au,0.0
mp-1078540,Ni6Ge2B,0.0
mp-1078802,LaVGe3,0.0
mp-1079169,Ba2NdIrO6,0.0
mp-1079900,Dy(NiB)2,0.0
mp-1080814,Lu2InCu2,0.0
mp-10910,Al2Ru,0.09639999999999901
mp-1095464,YAlPd,0.0
mp-1095599,HoCoGe,0.0
mp-1095641,Tb5S7,0.0
mp-1096,CeS,0.0
mp-1100867,YPaO4,2.8022
mp-1101996,Ce2NCl3,0.0
mp-1102080,ScSiPd,0.0
mp-1102155,ErAlAu,0.0
mp-1102737,HoAlPd,0.0
mp-1103576,HoGaCo,0.0
mp-1103863,Ho3Pt4,0.0
mp-1104052,Pr9Ga4,0.0
mp-1104449,Pr(Mo3S4)2,0.0
mp-1104741,Tb(Al2Cu)4,0.0
mp-1105001,Tm3Pt4,0.0
mp-11051,NaSn,0.530899999999999
mp-1105235,BH(PbO2)2,3.1536
mp-1105239,DyTl(PSe3)2,1.5375
mp-1105259,La2InSi2,0.0
mp-1105333,La3Bi4Au3,0.47350000000000003
mp-1105628,NaMn(GeO3)2,0.9486000000000001
mp-1105737,Dy5Ge3,0.0
mp-1106032,Ho5Ge3,0.0
mp-1106201,MnGeO3,1.1052
mp-1106293,EuZrO3,0.34480000000000005
mp-1106400,Nd2Ge5Ir3,0.0
mp-111,Ne,11.8025
mp-1111639,K2NaLuCl6,5.0279
mp-1111986,K2LuAgCl6,3.662
mp-1113717,Rb2AgMoCl6,1.025599999999999
mp-1114,VP,0.0
mp-1114410,KRb2ScCl6,4.0632
mp-1114482,Rb2TlRhF6,1.9971
mp-1114503,Rb3TiF6,0.0
mp-1114619,Rb3BiCl6,4.146
mp-1114667,Rb2LiTmCl6,5.2798
mp-11267,BaHg2,0.0
mp-11311,TmCd2,0.0
mp-11483,TmIr,0.0
mp-11496,LuZn,0.0
mp-11621,ZnNiSb,0.0
mp-1173826,Na7As11O31,2.161399999999999
mp-1183690,CrGaRh2,0.0
mp-1184370,Gd2NiRu,0.0
mp-1185015,KNpO3,0.0
mp-1185086,LaYbTl2,0.0
mp-1185394,LiGd2Ga,0.0
mp-1185995,MnPd2Au,0.0
mp-1186566,PmErTl2,0.0
mp-1186681,PmYIr2,0.0
mp-1187245,TiMo2W,0.0
mp-1187856,YHoIr2,0.0
mp-1188354,Ta3VSe6,0.0
mp-1188518,Pr2Ge5Ir3,0.0
mp-1188608,Ce3Sb4Pt3,0.27429999999999904
mp-1188631,Ti(NbSe2)3,0.0
mp-1188693,Hf5NiSb3,0.0
mp-1188947,Nd3In5,0.0
mp-1189098,Eu3(AlAs2)2,0.0478
mp-1189166,TmGePd2,0.0
mp-1189235,Sc2Co3Si5,0.0
mp-1190061,Eu5Si3,0.0
mp-1190998,PrPS,0.517999999999999
mp-1191355,GdIn2Ni9,0.0
mp-1191360,Ba3SmInS6,2.3194
mp-1191784,Tb5(In2Ni)2,0.0
mp-1192008,Lu2Fe12P7,0.0
mp-1192121,TbReB4,0.0
mp-1192149,HoNiB4,0.0
mp-1192620,U8VSe17,0.0
mp-1192748,Cs3Nb2I9,0.43520000000000003
mp-1192770,Rb3In(IO3)6,2.8959
mp-1193121,Ti6Al16Ir7,0.0
mp-1193390,V4Ni2N,0.0
mp-1193516,Eu3(SnPd)2,0.0
mp-1193583,Ba(HoS2)2,1.7384
mp-1194043,ErBO3,5.6554
mp-1194538,Nd10As8Au3O10,0.0
mp-1194561,NaSc(SeO3)2,3.8409999999999993
mp-11947,LiAlAg2,0.0
mp-1194726,Li2Se2O7,2.941799999999999
mp-1195001,Na5Li(Mo3O10)3,2.9755000000000003
mp-11953,RbHg11,0.0
mp-1195324,Pr2TiO5,3.346
mp-1195500,RbY(SeO3)2,4.2886
mp-1195589,BaNd(SnS3)2,0.3758
mp-1195597,Ir2(Se3Br2)3,1.519299999999999
mp-1195612,La11(MnC6)3,0.34780000000000005
mp-1195760,Tm2ReB6,0.0
mp-1195765,Nd8Sb2S15,1.9117000000000002
mp-1195833,Y(Cd10Ni)2,0.0
mp-1195883,Rb2MnSi5O12,3.1728
mp-1196300,Nd2ZrS5,1.0648
mp-1196396,Tl4GeSe4,1.0988
mp-1196529,Na6W6Se2O25,2.7448
mp-1197607,K3Al(PO4)2,4.521
mp-1197972,Er3Ga5,0.0
mp-1198094,Cs4U(Ge2O5)4,0.0
mp-1198161,NdSn3Ru,0.0
mp-1198529,HfHg4(AsCl3)2,1.3812
mp-1198546,Er3Ga2,0.0
mp-1199600,Lu6Te2Au,0.0
mp-1199938,P2S7,2.0353
mp-1200036,Gd2ZrS5,0.0
mp-1200186,Tm(PO3)3,5.6789000000000005
mp-1200713,ZrHg4(PCl3)2,2.1134
mp-1200759,Ba3GeS5,2.0696
mp-1201050,Sm2Nb2S7O30,0.117299999999999
mp-1201649,Ti2Be17,0.0
mp-1201836,Ti5As3,0.0
mp-1201880,Tb3Co4Sn13,0.0
mp-1202174,Dy5(Ge5Rh2)2,0.0
mp-1202445,NaUN3O11,2.5372
mp-1202576,Tb4GaSbS9,2.326
mp-1203029,U2B6W,0.0
mp-1203338,Ga40SnMo8,0.0
mp-1203700,RePO6,2.173499999999999
mp-1204028,Sm6Fe13Bi,0.0
mp-1204409,Yb6Al43Mo4,0.0
mp-1204426,Eu4C2N4F5,0.16239999999999902
mp-1204773,Ba6Sn7S20,1.4569
mp-1204794,SmH4I3O11,3.8034
mp-1205124,Ho5(Si5Ir2)2,0.0
mp-1205386,SrAl2(SiO4)2,4.691
mp-1205554,Tl3GaF6,3.5014000000000003
mp-1205569,Ba2UInO6,1.0328
mp-1205580,ThSiRu2C,0.0
mp-1205585,Ba2HoUO6,0.8868
mp-1205629,Cs3FeF6,4.0291
mp-1205775,La4B2N5,0.0
mp-1205903,NdMgAu,0.0
mp-1206229,Sm2Bi,0.0
mp-1206607,La2AsI2,0.0
mp-1207146,La2CdNi2,0.0
mp-1207160,Rb2SbCl6,0.0
mp-1207414,Zr9(CoP2)2,0.0
mp-1207540,Zn10Si(B4Rh9)2,0.0
mp-1207560,Zr6MnCl14,0.15959999999999902
mp-1207809,Y12Co5Bi,0.0
mp-1207855,V5Te8,0.0
mp-1207970,Tm5BiPt2,0.0
mp-1207982,Tm3Si3Ni,0.0
mp-1208370,TbAgS2,1.6496
mp-1208418,Tb5BiPt2,0.0
mp-1208507,Tl2Mo3P3O17,2.348799999999999
mp-1208884,Sm2Be2SiO7,5.1019
mp-1209133,RbY(WO4)2,3.3908
mp-1209182,RbY2Cl7,4.391500000000001
mp-1209543,Rb2UF7,0.928099999999999
mp-1209582,Rb2Ni2(SO4)3,4.0383
mp-1209627,Rb2MoP2O9,3.0321
mp-1209654,Rb2CeBr5,0.32010000000000005
mp-1209761,Pr3Ni3Bi4,0.0
mp-1209890,Nd2(Al3Ir)3,0.0
mp-1210017,NdSiPd,0.0
mp-1210583,Nd23Cd4Ni7,0.0
mp-1210943,Rb2La10Co2I17,0.046400000000000004
mp-1211014,La3OsI3,0.0
mp-1211124,Li6NiCl8,1.3726
mp-1211138,Li5Ni9P7,0.0
mp-1211229,La(ZnP)3,0.257099999999999
mp-1211322,Li2Sm(NO3)5,3.6913
mp-1211333,KSm(WO4)2,3.5198
mp-1211375,KSr2Br5,4.252
mp-1212130,Li3Tb(NO3)6,3.104
mp-1212171,Li3Y(NO3)6,3.1094
mp-1212176,HfTlF5,4.7669999999999995
mp-1212255,Ho4Ga12Pt,0.0
mp-1212451,Hf6Be15Co8,0.0
mp-1212683,EuMgAg,0.0
mp-1212752,EuLuCuS3,0.238599999999999
mp-1212903,ErZnRh,0.0
mp-1213149,CsYb(WO4)2,0.0
mp-1213650,CsErMnSe3,0.5139
mp-1213672,Dy3Ga15Ru4,0.0
mp-1213731,Cs2GdCl5,2.9235
mp-1213733,CrMoO4,0.0
mp-1213894,CaYBO4,4.297499999999999
mp-1214384,Ca11GaSb9,0.819199999999999
mp-1214558,Ba6Tm2Ga4O15,3.5122
mp-1215319,ZrAlFe4,0.0
mp-1215808,Yb(AlCu)6,0.0
mp-1216047,Y2AsS,0.0
mp-1216448,YH18(BrO6)3,4.4668
mp-1216530,TlPb,0.0
mp-1216708,V3Ni2,0.0
mp-1216825,TiIn,0.0
mp-1217079,Ti2Si6Mo,0.0
mp-1217265,ThUS2,0.0
mp-1217661,Tb5Si2BO13,4.5206
mp-1217714,Tb2(B2Rh3)3,0.0
mp-1218041,TaAlNi6,0.0
mp-1218831,Sr2FeRuO6,0.0
mp-1219602,Rb4InSbCl12,1.031299999999999
mp-1220451,Nb4Cr(CS2)2,0.0
mp-1220473,NbTlTeO6,2.2252
mp-1220524,Nd2FeCo3Si4,0.0
mp-1221252,Na2TlHg,0.0
mp-1221752,MnCr8Cu3S16,0.0
mp-1222697,LaSmS2,0.0
mp-1222885,LaErSe2,0.0
mp-1223854,HoCoRu,0.0
mp-1224088,Ho(AlFe)6,0.0
mp-1224616,K5U(PS4)3,0.31980000000000003
mp-1225043,DyYFe4,0.0
mp-1225277,Eu2Si4Pd3Au,0.0
mp-1225399,Dy3NiPd2,0.0
mp-1225478,Eu2MnSbO7,0.0
mp-1225724,Dy(CuS)3,1.4382000000000001
mp-1226033,Eu2As7Pd12,0.0
mp-1226384,Gd(CuS)3,1.005399999999999
mp-1226625,CeCuSi2Pd,0.0
mp-1227207,CaEuH6Ru,0.23320000000000002
mp-1227940,BaGaSi,0.0
mp-1228899,CsVNiF6,2.3209
mp-1229321,CsMg(PO3)3,4.8472
mp-1232268,Cr2AgS4,0.0
mp-1237084,YbSbO4,0.0
mp-1251643,Ca2AlVO5,1.795999999999999
mp-12550,AlCuPt2,0.0
mp-126,Pt,0.0
mp-13385,TmAg(PSe3)2,1.8469
mp-13753,SmP5O14,5.379
mp-13914,LiCo2Ge,0.0
mp-14015,HoMn12,0.0
mp-14355,Cs2SrP2O7,4.853499999999999
mp-15002,Sr2CaIrO6,0.0
mp-15671,Re3B,0.0
mp-16037,Dy2TeO2,1.1242
mp-17174,K3(Cu4S3)2,0.0
mp-17282,SrTh2Se5,1.4102000000000001
mp-17473,Na2Al2As3,1.2098
mp-17487,NaErGeO4,3.6290999999999993
mp-17727,MnB2F8,6.4852
mp-17834,La2SiSeO4,2.2092
mp-18048,LiZnAsO4,2.923499999999999
mp-18132,K4SnSe4,1.7397
mp-18148,K3TaS4,2.7558
mp-18151,Rb2Na4Co2O5,1.7768000000000002
mp-1827,SrGa4,0.0
mp-18388,Ga7Te10,0.9026999999999991
mp-18422,RbLiZn2O3,1.852
mp-1865,UN,0.0
mp-19037,K2W2O7,2.4572000000000003
mp-1976,CaGa4,0.0
mp-19856,SnPt,0.0
mp-19962,Sn2Pt,0.0
mp-20113,CsFeP2O7,2.3933
mp-20202,MgSn4Ru,0.0
mp-2041,HoZn2,0.0
mp-20559,Ga3Co,0.0
mp-20591,Yb2InGe2,0.0
mp-2060,LuTl3,0.0
mp-20690,NdFeSi,0.0
mp-20742,EuPSe3,0.43050000000000005
mp-21134,K(InAu2)2,0.0
mp-21205,Tm2InPd2,0.0
mp-21237,CoGe,0.0
mp-21604,Sm3InS6,0.9908000000000001
mp-21650,Li2NiGe3O8,3.0433
mp-21894,LiSn4Ir,0.0
mp-22233,Zr4Co4Ge7,0.0
mp-2234,Er2S3,1.469099999999999
mp-22343,Ce(GeRu)2,0.0
mp-22602,CaIn2Au,0.0
mp-2303,DyZn,0.0
mp-23360,Zn(IO3)2,3.2192
mp-2363,HfMo2,0.0
mp-24650,YH2,0.0
mp-2652,Y2O3,4.1062
mp-27307,Na2ZrF6,6.2568
mp-27366,KNiCl3,0.6991
mp-2751,YbSn3,0.0
mp-27566,K3(PtO2)2,0.0
mp-2798,SiP,1.8187000000000002
mp-28064,SbS8Cl3,2.8797
mp-28216,Lu6Ge4O17,3.7403
mp-28244,TlBO2,3.0635
mp-28680,KGaBr4,3.5772
mp-28708,In3(PO4)2,3.0693
mp-29092,Ba3(GeN)2,0.0
mp-29103,CsAlBr4,4.2538
mp-29276,Cd2P6O17,4.2535
mp-29566,CsNaGe2,1.135199999999999
mp-29763,RbMnBr3,0.0
mp-30010,AsKrF7,2.5145
mp-30147,ZrTiAs,0.0
mp-30478,Ca2Pb,0.077099999999999
mp-3061,TbNiC2,0.0
mp-30729,Ho10In20Ni9,0.0
mp-30856,ZnPt3,0.0
mp-30970,Er12Co7,0.0
mp-31083,PrSi2Ru,0.0
mp-31183,ErAl4Ni,0.0
mp-31233,Ca4P7Ir8,0.0
mp-31417,Nd3TaO7,3.471599999999999
mp-32967,Zr7Sb4,0.0
mp-3513,Dy2Al3Si2,0.0
mp-3778,Mg3(Al9Cr)2,0.0
mp-38972,Ba3Re2O9,0.0
mp-3939,Sm(SiNi)2,0.0
mp-473,Na3P11,1.9682
mp-4936,Yb(SiPt)2,0.0
mp-504651,CsVO3,3.1287
mp-505209,Rb2MnO4,0.639799999999999
mp-505242,Ru(OF3)2,0.0
mp-505331,CeMnSi,0.0
mp-505570,PaH3,0.0
mp-505751,Mn2In2O7,1.4202
mp-5075,Sc3CoC4,0.0
mp-5135,Dy(CoB)2,0.0
mp-514,HfZn2,0.0
mp-531170,Tl4SnSe3,0.6625000000000001
mp-540578,Cs2ZnCl4,4.5412
mp-540583,SrCr2O4,0.0
mp-540656,Sb(S8I)3,2.384
mp-541196,Ce2Fe12P7,0.0
mp-541282,KZr2(AsO4)3,4.0404
mp-541894,Pr2Co3Ge5,0.0
mp-541938,Nb6Co16Si7,0.0
mp-542172,YbMgGe,0.0
mp-542475,CsFe2S3,0.0
mp-542583,EuTe,0.0
mp-5444,Y3Ga5O12,3.3529
mp-546152,SmBi2ClO4,1.351499999999999
mp-546625,HoBi2BrO4,1.4370999999999992
mp-5528,Ni3(SnS)2,0.0
mp-553913,Fe2PO5,1.232499999999999
mp-553971,Rb3MnO3,1.6459000000000001
mp-554359,Cs2Si3SnO9,3.7922000000000002
mp-554435,TcBi3O8,2.002
mp-554724,CuP4S3I,1.7068
mp-555283,V3S,0.0
mp-555631,KFeF4,2.7637
mp-555816,KDy(SeO4)2,3.4724
mp-556056,Pr10S14O,1.840199999999999
mp-556085,Rb2LiTaS4,2.7218
mp-556250,KSrB5O9,5.1459
mp-556535,NdSbMo2O9,3.24
mp-556552,K4VP2S9,1.259399999999999
mp-557282,Rb2Ce(NO3)6,1.5368
mp-557442,K2Mo2H8O15,2.4362
mp-557659,KV4P7O24,1.9425
mp-558116,KMnF4,2.1504
mp-558340,Nd5As2ClO10,3.2983000000000002
mp-559142,KLi(PO3)2,5.2922
mp-559254,Rb2U3(IO5)4,1.9092
mp-559537,Ca4P6O19,5.3634
mp-560216,Cs2GeP4O13,4.1237
mp-560649,KLa(PS3)2,2.6642
mp-561051,Rb2Sb4S7,2.025299999999999
mp-561089,Ba3LaIr2O9,0.0
mp-561383,CsOsNO3,2.9271000000000003
mp-567258,LaZn2,0.0
mp-567743,AlSb2(TeCl2)2,0.750899999999999
mp-567750,ScRu2,0.0
mp-567983,ErCuPbSe3,1.251
mp-568718,HfAl3,0.0
mp-569350,La5Sn3Br,0.0
mp-569496,Ce(SiAu2)2,0.0
mp-569657,Sm(AlZn)2,0.0
mp-569783,ErFe3,0.0
mp-569882,U6Co30Si19,0.0
mp-570311,K4Sr2SnAs4,0.5377000000000001
mp-570554,Tb(PRu)2,0.0
mp-570864,Er5NiPb3,0.0
mp-571240,KLa5(CCl5)2,1.9383
mp-571467,Cs2NaYBr6,4.2492
mp-571638,Rb2Cu(BrCl)2,0.1413
mp-572271,Cs3P7Pb2O21,4.9906
mp-572864,Rb5Th(PS4)3,2.0725
mp-5732,La2Si2O7,4.7843
mp-573429,Cs5Bi(MoO4)4,3.6867
mp-573995,Ho(CoB)2,0.0
mp-580113,Dy(Zn10Ru)2,0.0
mp-581920,La13Cd58,0.0
mp-582011,CeCl3,0.010899999999999
mp-582081,Cs3NdCl6,4.9486
mp-585332,LiMo4P7O24,3.4067
mp-5900,Ba2ZrF8,5.9376
mp-5919,SmTiGe,0.0
mp-600449,DyCuSb2,0.0
mp-604153,LaCr2Si2C,0.0
mp-606338,BaCa4(CoN2)2,0.1955
mp-6075,Ba2Li(BO2)5,4.9339
mp-611,Ag3Sn,0.0
mp-620029,MoCl2,2.4697
mp-624200,Re3Se4Br,1.407499999999999
mp-629430,SrLi2CrN3,0.9503
mp-636287,Eu3(GaNi)4,0.0
mp-642315,Lu6CuTe2,0.0
mp-651847,GdGaGe2O7,2.8259
mp-652494,Cs4Re6S13,1.3321
mp-6532,CaAl2(SiO4)2,4.7227
mp-662600,La20Ti11(S22O3)2,0.285099999999999
mp-6639,RbGeSbO5,2.177699999999999
mp-667380,Rb3Nd2(NO3)9,3.448699999999999
mp-6710,Ba2Tm(CuO2)4,0.0
mp-672310,Th(GeRu)2,0.0
mp-680561,U5Re3C8,0.0
mp-690674,NdAsSe,0.22510000000000002
mp-7030,LaSiNi,0.0
mp-7046,RbDyS2,2.3535999999999992
mp-7158,Lu(AlGe)2,0.0
mp-722937,Zr3Zn3N,0.0
mp-723419,Sb2S19F12,1.9715999999999991
mp-742,Ti2Cu,0.0
mp-752573,Ba(NaSi2)2,1.011699999999999
mp-755328,ZrSn2,0.0
mp-755336,NdIO,3.639699999999999
mp-757546,K3Ta8O21,0.0
mp-759840,Ni(PO3)3,0.047200000000000006
mp-760678,Sb2H4AuF16,0.886799999999999
mp-761010,TiP2O7,2.5895
mp-762240,K2Li2TiO4,4.2273
mp-768241,Dy2Ge2O7,3.8606
mp-768610,Sr7W4O19,3.0853
mp-769176,K5YO4,2.1115
mp-7692,Al(CrB)2,0.0
mp-769222,Dy2Pb2O7,0.958499999999999
mp-770657,Gd2W2O9,0.0
mp-780857,Li2VOF4,1.6297000000000001
mp-7961,Sr3SnO,0.0
mp-861629,LiMnPd2,0.0
mp-861934,HoAlAg2,0.0
mp-862338,Sc2CuRu,0.0
mp-862714,Be3Ir,0.0
mp-862743,LaCdAu2,0.0
mp-862792,Pr3AgGeS7,1.9036
mp-862890,AcAg2Sn,0.0
mp-862948,Li2PmPb,0.0
mp-863654,Pm2CdSi,0.0
mp-864748,Gd2MgIn,0.0
mp-864789,Yb2SnHg,0.026999999999999
mp-864906,MgSnIr2,0.0
mp-864909,HfAlRu2,0.0
mp-864991,Ca2AgPb,0.0
mp-865181,EuGeO3,0.0
mp-865279,Tm2AgOs,0.0
mp-865283,Tm2AlOs,0.0
mp-865385,V3Re,0.0
mp-865440,U6Co12Ge4C,0.0
mp-865535,Ac2ZnGa,0.0
mp-865650,Ti2TcRu,0.0
mp-865730,TiZnAu2,0.0
mp-865815,YbPd2Au,0.0
mp-865970,Yb3Ni13B2,0.0
mp-865980,CsAgPSe3,1.7257
mp-866072,MgTaRh2,0.0
mp-866082,MgSc2Tc,0.0
mp-866143,TiBeRh2,0.0
mp-866171,YMgAu2,0.0
mp-866184,Ti3Pb,0.0
mp-866192,Li2YbSn,0.0
mp-866283,CaHoRh2,0.0
mp-866503,Ca2SnS4,2.3042
mp-866637,KPPdS4,1.5304000000000002
mp-866690,La17Al4(Si3N11)3,1.8771
mp-867175,SmAgAs2,0.0
mp-867665,LiV3(OF3)2,1.4913
mp-8924,Ba2LiFe2N3,0.0
mp-972051,YbGa2Pd,0.0
mp-973631,Lu2AlRu,0.0
mp-977444,PaAgAu2,0.0
mp-978512,SmTmMg2,0.0
mp-978542,SmErIn2,0.0
mp-982772,Pm2PtAu,0.0
mp-996,OsO2,0.0
mp-9976,Ba(Sb3Ru)4,0.0
mp-999474,NaHoSe2,1.9119000000000002
mvc-6139,Zn(NiO2)2,0.021400000000000002
mp-1001836,MnGa,0.0
mp-10183,MgSbPd,0.0
mp-1018660,CeCoSi,0.0
mp-1018666,CeSi2Mo2C,0.0
mp-1018727,HoS2,0.0
